,timestamp,value_type_temperature,value_temperature,timestamp_new,value_type_humidity,value_humidity,value_type_P1,value_P1,value_type_P2,value_P2
189,2021-11-08T12:57:40.010037+00:00,temperature,24.0,2021-11-08 12:57:40+00:00,humidity,50.0,,,,
190,2021-11-08T13:00:19.329756+00:00,temperature,24.0,2021-11-08 13:00:19+00:00,humidity,50.0,,,,
191,2021-11-08T13:02:59.378075+00:00,temperature,24.0,2021-11-08 13:02:59+00:00,humidity,49.0,,,,
192,2021-11-08T13:05:39.790075+00:00,temperature,24.0,2021-11-08 13:05:40+00:00,humidity,48.0,,,,
193,2021-11-08T13:08:19.654180+00:00,temperature,24.0,2021-11-08 13:08:20+00:00,humidity,48.0,,,,
194,2021-11-08T13:11:00.103440+00:00,temperature,24.0,2021-11-08 13:11:00+00:00,humidity,48.0,,,,
195,2021-11-08T13:13:40.146312+00:00,temperature,24.0,2021-11-08 13:13:40+00:00,humidity,48.0,,,,
196,2021-11-08T13:16:20.506446+00:00,temperature,24.0,2021-11-08 13:16:21+00:00,humidity,48.0,,,,
197,2021-11-08T13:19:00.374492+00:00,temperature,24.0,2021-11-08 13:19:00+00:00,humidity,49.0,,,,
198,2021-11-08T13:21:40.425193+00:00,temperature,24.0,2021-11-08 13:21:40+00:00,humidity,49.0,,,,
199,2021-11-08T13:24:20.946548+00:00,temperature,24.0,2021-11-08 13:24:21+00:00,humidity,49.0,,,,
200,2021-11-08T13:27:16.370552+00:00,temperature,24.0,2021-11-08 13:27:16+00:00,humidity,50.0,,,,
201,2021-11-08T13:28:10.854564+00:00,temperature,24.0,2021-11-08 13:28:11+00:00,humidity,50.0,,,,
202,2021-11-08T13:29:41.046590+00:00,temperature,24.0,2021-11-08 13:29:41+00:00,humidity,49.0,,,,
203,2021-11-08T13:32:21.104220+00:00,temperature,25.0,2021-11-08 13:32:21+00:00,humidity,49.0,,,,
204,2021-11-08T13:35:01.957061+00:00,temperature,25.0,2021-11-08 13:35:02+00:00,humidity,49.0,,,,
205,2021-11-08T13:37:41.369502+00:00,temperature,25.0,2021-11-08 13:37:41+00:00,humidity,48.0,,,,
206,2021-11-08T13:40:21.467941+00:00,temperature,25.0,2021-11-08 13:40:21+00:00,humidity,48.0,,,,
207,2021-11-08T13:43:01.797779+00:00,temperature,25.0,2021-11-08 13:43:02+00:00,humidity,48.0,,,,
208,2021-11-08T13:45:41.738445+00:00,temperature,25.0,2021-11-08 13:45:42+00:00,humidity,47.0,,,,
209,2021-11-08T13:48:22.506392+00:00,temperature,25.0,2021-11-08 13:48:23+00:00,humidity,48.0,,,,
210,2021-11-08T13:51:02.069928+00:00,temperature,24.0,2021-11-08 13:51:02+00:00,humidity,48.0,,,,
211,2021-11-08T13:53:42.454684+00:00,temperature,25.0,2021-11-08 13:53:42+00:00,humidity,48.0,,,,
212,2021-11-08T13:56:22.798886+00:00,temperature,25.0,2021-11-08 13:56:23+00:00,humidity,48.0,,,,
213,2021-11-08T13:59:02.562426+00:00,temperature,25.0,2021-11-08 13:59:03+00:00,humidity,49.0,,,,
214,2021-11-08T14:01:42.874371+00:00,temperature,25.0,2021-11-08 14:01:43+00:00,humidity,47.0,,,,
215,2021-11-08T14:04:23.190268+00:00,temperature,25.0,2021-11-08 14:04:23+00:00,humidity,48.0,,,,
216,2021-11-08T14:07:05.454305+00:00,temperature,25.0,2021-11-08 14:07:05+00:00,humidity,48.0,,,,
217,2021-11-08T14:09:43.242276+00:00,temperature,25.0,2021-11-08 14:09:43+00:00,humidity,48.0,,,,
218,2021-11-08T14:12:23.433247+00:00,temperature,25.0,2021-11-08 14:12:23+00:00,humidity,48.0,,,,
219,2021-11-08T14:15:03.858089+00:00,temperature,25.0,2021-11-08 14:15:04+00:00,humidity,49.0,,,,
220,2021-11-08T14:17:43.429925+00:00,temperature,25.0,2021-11-08 14:17:43+00:00,humidity,48.0,,,,
221,2021-11-08T14:20:23.781745+00:00,temperature,25.0,2021-11-08 14:20:24+00:00,humidity,48.0,,,,
222,2021-11-08T14:23:04.209629+00:00,temperature,25.0,2021-11-08 14:23:04+00:00,humidity,48.0,,,,
223,2021-11-08T14:25:44.569512+00:00,temperature,25.0,2021-11-08 14:25:45+00:00,humidity,50.0,,,,
224,2021-11-08T14:28:24.325431+00:00,temperature,25.0,2021-11-08 14:28:24+00:00,humidity,50.0,,,,
225,2021-11-08T14:31:04.539279+00:00,temperature,24.0,2021-11-08 14:31:05+00:00,humidity,51.0,,,,
226,2021-11-08T14:33:44.465169+00:00,temperature,24.0,2021-11-08 14:33:44+00:00,humidity,50.0,,,,
227,2021-11-08T14:36:24.452291+00:00,temperature,24.0,2021-11-08 14:36:24+00:00,humidity,50.0,,,,
228,2021-11-08T14:39:04.877077+00:00,temperature,24.0,2021-11-08 14:39:05+00:00,humidity,50.0,,,,
229,2021-11-08T14:41:45.245345+00:00,temperature,24.0,2021-11-08 14:41:45+00:00,humidity,51.0,,,,
230,2021-11-08T14:44:25.616981+00:00,temperature,24.0,2021-11-08 14:44:26+00:00,humidity,51.0,,,,
231,2021-11-08T14:47:09.913290+00:00,temperature,24.0,2021-11-08 14:47:10+00:00,humidity,51.0,,,,
